"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","Kevin Ellis","DCU","2018","D","$150,000","$158,333","2018-09-15"
"","Brent Kallman","MIN","2021","D","$150,000","$158,125","2021-04-15"
"","Brent Kallman","MIN","2021","D","$150,000","$158,125","2021-09-30"
"","Evan Bush","MTL","2018","GK","$157,925","$157,925","2018-05-01"
"","Evan Bush","MTL","2018","GK","$157,925","$157,925","2018-09-15"
"","Tyler Pasher","HOU","2021","D","$150,000","$157,881","2021-04-15"
"","Tyler Pasher","HOU","2021","F","$150,000","$157,881","2021-09-30"
"","Liam Fraser","FCD","2023","D","$130,000","$157,750","2023-09-15"
"","Maynor Figueroa","HOU","2021","D","$150,000","$157,688","2021-04-15"
"","Maynor Figueroa","HOU","2021","D","$150,000","$157,688","2021-09-30"
"","Seth Sinovic","SKC","2018","D","$150,000","$157,667","2018-05-01"
"","Seth Sinovic","SKC","2018","D","$150,000","$157,667","2018-09-15"
"","Ayo Akinola","TOR","2021","F","$89,513","$157,513","2021-04-15"
"","Ayo Akinola","TOR","2021","F","$89,513","$157,513","2021-09-30"
"","A.J. DeLaGarza","LAG","2014","D","$135,000","$157,500","2014-04-01"
"","Lawrence Olum","POR","2017","M","$142,500","$157,500","2017-04-15"
"","Lawrence Olum","POR","2017","M","$142,500","$157,500","2017-09-15"
"","Arturo Álvarez","HOU","2018","M","$150,000","$157,500","2018-05-01"
"","Arturo Álvarez","HOU","2018","M","$150,000","$157,500","2018-09-15"
"","Brad Knighton","NER","2022","GK","$150,000","$157,500","2022-04-15"
"","Brad Knighton","NER","2022","GK","$150,000","$157,500","2022-09-02"
"","Collen Warner","TOR","2015","M","$129,937","$157,437","2015-07-15"
"","Collen Warner","TOR","2015","M","$129,937","$157,437","2015-09-15"
"","Joe Bendik","TOR","2015","GK","$150,000","$157,375","2015-07-15"
"","Joe Bendik","TOR","2015","GK","$150,000","$157,375","2015-09-15"
"","Daniel Steres","LAG","2019","D","$150,000","$157,333","2019-09-13"
"","Mike Grella","NYRB","2016","F","$155,000","$157,250","2016-09-15"
"","Wyatt Omsberg","CHI","2022","D","$140,000","$157,000","2022-04-15"
"","Wyatt Omsberg","CHI","2022","D","$140,000","$157,000","2022-09-02"
"","Thomas Roberts","FCD","2022","M","$144,000","$157,000","2022-04-15"
"","Kekuta Manneh","VAN","2016","M","$127,500","$157,000","2016-05-15"
"","Kekuta Manneh","VAN","2016","M","$127,500","$157,000","2016-09-15"
"","Mikey Lopez","SKC","2014","M","$85,000","$157,000","2014-04-01"
"","Mikey Lopez","SKC","2014","M","$85,000","$157,000","2014-09-15"
"","Jay Chapman","MIA","2020","M","$144,000","$156,833","2020-12-01"
"","Todd Dunivant","LAG","2013","D","$150,000","$156,750","2013-05-01"
"","Todd Dunivant","LAG","2013","D","$150,000","$156,750","2013-08-01"
"","Todd Dunivant","LAG","2013","D","$150,000","$156,750","2013-09-15"
"","Paul Marie","SJE","2022","D","$145,000","$156,375","2022-04-15"
"","Paul Marie","SJE","2022","D","$145,000","$156,375","2022-09-02"
"","Tristan Bowen","CHV","2013","F","$125,000","$156,364","2013-05-01"
"","Tristan Bowen","CHV","2013","F","$125,000","$156,364","2013-08-01"
"","Tristan Bowen","CHV","2013","F","$125,000","$156,364","2013-09-15"
"","Eddie Johnson","SEA","2013","F","$150,000","$156,333","2013-05-01"
"","Eddie Johnson","SEA","2013","F","$150,000","$156,333","2013-08-01"
"","Eddie Johnson","SEA","2013","F","$150,000","$156,333","2013-09-15"
"","Amro Tarek","NYRB","2019","D","$150,000","$156,250","2019-06-01"
"","Amro Tarek","NYRB","2019","D","$150,000","$156,250","2019-09-13"
"","Erik Hurtado","VAN","2018","F","$150,000","$156,250","2018-05-01"
"","Erik Hurtado","VAN","2018","F","$150,000","$156,250","2018-09-15"
"","Je-Vaughn Watson","NER","2017","D","$150,000","$155,667","2017-04-15"
"","Je-Vaughn Watson","NER","2017","D","$150,000","$155,667","2017-09-15"
"","Gbenga Arokoyo","POR","2017","D","$135,000","$155,600","2017-04-15"
"","Gbenga Arokoyo","POR","2017","D","$135,000","$155,600","2017-09-15"
"","Daniel Steres","LAG","2019","D","$150,000","$155,500","2019-06-01"
"","Jesús Bueno","PHI","2022","M","$140,000","$155,378","2022-04-15"
"","Jesús Bueno","PHI","2022","M","$140,000","$155,378","2022-09-02"
"","Robert Earnshaw","TOR","2013","F","$138,000","$155,150","2013-05-01"
"","Robert Earnshaw","TOR","2013","F","$138,000","$155,150","2013-08-01"
"","Robert Earnshaw","TOR","2013","F","$138,000","$155,150","2013-09-15"
"","Walker Zimmerman","FCD","2013","D","$75,000","$155,100","2013-05-01"
"","Walker Zimmerman","FCD","2013","D","$75,000","$155,100","2013-08-01"
"","Walker Zimmerman","FCD","2013","D","$75,000","$155,100","2013-09-15"
"","Sebastian Kowalczyk","HOU","2023","M","$85,444","$155,062","2023-09-15"
"","Chris Seitz","HOU","2018","GK","$155,004","$155,004","2018-05-01"
"","Chris Seitz","HOU","2018","GK","$155,004","$155,004","2018-09-15"
"","Jimmy Medranda","SKC","2019","M","$155,004","$155,004","2019-06-01"
"","Jimmy Medranda","SKC","2019","D","$155,004","$155,004","2019-09-13"
"","Fabian Herbers","CHI","2020","F","$155,004","$155,004","2020-12-01"
"","Atiba Harris","FCD","2017","M","$155,004","$155,004","2017-04-15"
"","Atiba Harris","FCD","2017","D","$155,004","$155,004","2017-09-15"
"","Marlon Hairston","HOU","2019","M","$155,004","$155,004","2019-06-01"
"","Marlon Hairston","HOU","2019","M","$155,004","$155,004","2019-09-13"
"","Luke Mulholland","RSL","2019","M","$155,000","$155,000","2019-09-13"
"","Anthony Jackson-Hamel","MTL","2018","F","$140,000","$155,000","2018-05-01"
"","Anthony Jackson-Hamel","MTL","2018","F","$140,000","$155,000","2018-09-15"
"","Jonathan Lewis","COL","2020","F","$117,500","$155,000","2020-12-01"
"","Tommy Thompson","SJE","2016","M","$150,000","$155,000","2016-05-15"
"","Tommy Thompson","SJE","2016","M","$150,000","$155,000","2016-09-15"
"","Tommy Thompson","SJE","2017","M","$150,000","$155,000","2017-04-15"
"","Tommy Thompson","SJE","2017","M","$150,000","$155,000","2017-09-15"
"","A.J. DeLaGarza","LAG","2014","D","$132,500","$155,000","2014-09-15"
"","Leonardo","LAG","2015","D","$150,000","$155,000","2015-07-15"
"","Leonardo","LAG","2015","D","$150,000","$155,000","2015-09-15"
"","Luke Mulholland","RSL","2019","M","$155,000","$155,000","2019-06-01"
"","Mike Grella","NYRB","2016","F","$155,000","$155,000","2016-05-15"
"","Alan Gordon","CHI","2018","F","$150,000","$155,000","2018-09-15"
"","Tosaint Ricketts","VAN","2020","F","$150,000","$155,000","2020-12-01"
"","Tony Tchani","CLB","2013","M","$130,000","$155,000","2013-08-01"
"","Tony Tchani","CLB","2013","M","$130,000","$155,000","2013-09-15"
"","Jon Gallagher","ATX","2022","F","$155,000","$155,000","2022-04-15"
"","Jon Gallagher","ATX","2022","D","$155,000","$155,000","2022-09-02"
"","Omir Fernandez","NYRB","2022","M","$140,000","$155,000","2022-04-15"
"","Omir Fernandez","NYRB","2022","M","$140,000","$155,000","2022-09-02"
"","Gonzalo Segares","CHI","2013","D","$155,000","$155,000","2013-05-01"
"","Zac MacMath","PHI","2013","GK","$110,000","$155,000","2013-05-01"
"","Zac MacMath","PHI","2013","GK","$110,000","$155,000","2013-08-01"
"","Zac MacMath","PHI","2013","GK","$110,000","$155,000","2013-09-15"
"","Lalas Abubakar","COL","2020","D","$145,000","$154,937","2020-12-01"
"","Sanna Nyassi","MTL","2014","M","$147,000","$154,625","2014-04-01"
"","Sanna Nyassi","CHI","2014","M","$147,000","$154,625","2014-09-15"
"","Bobby Shuttleworth","NER","2016","GK","$137,500","$154,375","2016-05-15"
"","Bobby Shuttleworth","NER","2016","GK","$137,500","$154,375","2016-09-15"
"","Francois Affolter","SJE","2017","D","$120,000","$154,250","2017-09-15"
"","Doneil Henry","VAN","2018","D","$140,004","$154,238","2018-05-01"
"","Doneil Henry","VAN","2018","D","$140,004","$154,238","2018-09-15"
"","Richie Laryea","ORL","2016","M","$125,000","$154,000","2016-05-15"
"","Richie Laryea","ORL","2016","M","$125,000","$154,000","2016-09-15"
"","Waylon Francis","CLB","2014","D","$125,000","$153,875","2014-04-01"
"","Waylon Francis","CLB","2014","D","$125,000","$153,875","2014-09-15"
"","Tally Hall","DCU","2016","GK","$75,000","$153,750","2016-05-15"
"","Eric Alexander","MTL","2015","M","$140,000","$153,750","2015-07-15"
"","Eric Alexander","MTL","2015","M","$140,000","$153,750","2015-09-15"
"","Dejan Jakovic","LAFC","2019","D","$150,000","$153,750","2019-06-01"
"","Dejan Jakovic","LAFC","2019","D","$150,000","$153,750","2019-09-13"
"","Javain Brown","VAN","2023","D","$140,000","$153,688","2023-04-30"
"","Javain Brown","VAN","2023","D","$140,000","$153,688","2023-09-15"
"","Tyler Adams","NYRB","2018","M","$107,500","$153,542","2018-05-01"
"","Andrew Putna","RSL","2021","GK","$140,000","$153,458","2021-04-15"
"","Andrew Putna","RSL","2021","GK","$140,000","$153,458","2021-09-30"
"","Dante Sealy","FCD","2022","F","$140,000","$153,400","2022-04-15"
"","Nick LaBrocca","COL","2014","M","$135,000","$153,333","2014-04-01"
"","Nick LaBrocca","COL","2014","M","$135,000","$153,333","2014-09-15"
"","Scott Caldwell","NER","2019","M","$142,313","$153,209","2019-06-01"
"","Scott Caldwell","NER","2019","M","$142,313","$153,209","2019-09-13"
"","Casey Walls","SJE","2023","D","$150,000","$153,000","2023-04-30"
"","Casey Walls","SJE","2023","D","$150,000","$153,000","2023-09-15"
"","Chris Seitz","FCD","2017","GK","$153,000","$153,000","2017-04-15"
"","Chris Seitz","FCD","2017","GK","$153,000","$153,000","2017-09-15"
"","Sean Johnson","CHI","2013","GK","$120,000","$153,000","2013-05-01"
"","Sean Johnson","CHI","2013","GK","$120,000","$153,000","2013-08-01"
"","Sean Johnson","CHI","2013","GK","$120,000","$153,000","2013-09-15"
"","Fabinho","PHI","2018","D","$153,000","$153,000","2018-05-01"
"","Fabinho","PHI","2018","D","$153,000","$153,000","2018-09-15"
"","Warren Creavalle","PHI","2018","M","$140,000","$153,000","2018-05-01"
"","Warren Creavalle","PHI","2018","M","$140,000","$153,000","2018-09-15"
"","Seth Sinovic","NER","2020","D","$145,000","$153,000","2020-12-01"
"","Krzysztof Krol","MTL","2014","D","$153,000","$153,000","2014-09-15"
"","David Bingham","SJE","2016","GK","$145,000","$152,750","2016-05-15"
"","David Bingham","SJE","2016","GK","$145,000","$152,750","2016-09-15"
"","Luis Barraza","NYC","2023","GK","$145,000","$152,688","2023-04-30"
"","Luis Barraza","NYC","2023","GK","$145,000","$152,688","2023-09-15"
"","Jonathan Osorio","TOR","2015","M","$145,000","$152,600","2015-07-15"
"","Jonathan Osorio","TOR","2015","M","$145,000","$152,600","2015-09-15"
"","Raymon Gaddis","PHI","2016","D","$150,000","$152,500","2016-05-15"
"","Raymon Gaddis","PHI","2016","D","$150,000","$152,500","2016-09-15"
"","Richard Sánchez","CHI","2019","GK","$150,000","$152,500","2019-06-01"
"","Richard Sánchez","CHI","2019","GK","$150,000","$152,500","2019-09-13"
"","Felipe","MTL","2013","M","$150,000","$152,500","2013-05-01"
"","Tim Melia","SKC","2016","GK","$150,000","$152,500","2016-05-15"
"","Tim Melia","SKC","2016","GK","$150,000","$152,500","2016-09-15"
"","Victor Ulloa","FCD","2017","M","$150,000","$152,500","2017-04-15"
"","Victor Ulloa","FCD","2017","M","$150,000","$152,500","2017-09-15"
"","Fernando Bob","MIN","2018","M","$152,496","$152,496","2018-09-15"
"","Diego Fagundez","NER","2015","F","$125,000","$152,200","2015-07-15"
"","Diego Fagundez","NER","2015","F","$125,000","$152,200","2015-09-15"
"","Rubio Rubín","RSL","2021","F","$135,000","$152,067","2021-04-15"
"","Rubio Rubín","RSL","2021","F","$135,000","$152,067","2021-09-30"
"","Mehdi Ballouchy","SJE","2013","M","$152,006","$152,006","2013-05-01"
"","Mehdi Ballouchy","SJE","2013","M","$152,006","$152,006","2013-08-01"
"","Mehdi Ballouchy","SJE","2013","M","$152,006","$152,006","2013-09-15"
"","Erick Torres","CHV","2014","F","$152,004","$152,004","2014-04-01"
"","Erick Torres","CHV","2014","F","$152,004","$152,004","2014-09-15"
"","Wil Trapp","CLB","2014","M","$125,000","$152,000","2014-04-01"
"","Wil Trapp","CLB","2014","M","$125,000","$152,000","2014-09-15"
"","Bobby Burling","COL","2017","D","$120,000","$152,000","2017-09-15"
"","Donovan Pines","DCU","2022","D","$150,000","$152,000","2022-04-15"
"","Donovan Pines","DCU","2022","D","$150,000","$152,000","2022-09-02"
"","Matt Hedges","FCD","2016","D","$152,000","$152,000","2016-05-15"
"","Matt Hedges","FCD","2016","D","$152,000","$152,000","2016-09-15"
"","Alex","HOU","2016","M","$152,000","$152,000","2016-05-15"
"","Alex","HOU","2016","M","$152,000","$152,000","2016-09-15"
"","Zarek Valentin","MTL","2013","D","$100,000","$152,000","2013-05-01"
"","Zarek Valentin","MTL","2013","D","$100,000","$152,000","2013-08-01"
"","Zarek Valentin","MTL","2013","D","$100,000","$152,000","2013-09-15"
"","Zac McGraw","POR","2023","D","$130,000","$151,875","2023-04-30"
"","Zac McGraw","POR","2023","D","$130,000","$151,875","2023-09-15"
"","Kortne Ford","SKC","2022","D","$150,000","$151,667","2022-04-15"
"","Kortne Ford","SKC","2022","D","$150,000","$151,667","2022-09-02"
"","Brent Kallman","MIN","2019","D","$118,000","$151,531","2019-09-13"
"","Richie Marquez","PHI","2018","D","$145,000","$151,430","2018-05-01"
"","Richie Marquez","PHI","2018","D","$145,000","$151,430","2018-09-15"
"","Luis Robles","NYRB","2015","GK","$130,000","$151,375","2015-07-15"
"","Luis Robles","NYRB","2015","GK","$130,000","$151,375","2015-09-15"
"","Nick DeLeon","DCU","2015","M","$116,259","$151,259","2015-07-15"
"","Nick DeLeon","DCU","2015","M","$116,259","$151,259","2015-09-15"
"","Seb Hines","ORL","2016","D","$150,000","$151,250","2016-05-15"
"","Seb Hines","ORL","2016","D","$150,000","$151,250","2016-09-15"
"","Nicolás Acevedo","NYC","2020","D","$135,000","$151,000","2020-12-01"
"","Nicolás Acevedo","NYC","2021","D","$135,000","$151,000","2021-04-15"
"","Nicolás Acevedo","NYC","2021","D","$135,000","$151,000","2021-09-30"
"","Chris Odoi-Atsem","DCU","2022","D","$140,000","$151,000","2022-04-15"
"","Chris Odoi-Atsem","DCU","2022","D","$140,000","$151,000","2022-09-02"
"","Kenneth Kronholm","CHI","2019","GK","$87,996","$150,996","2019-06-01"
"","Kenneth Kronholm","CHI","2019","GK","$87,996","$150,996","2019-09-13"
"","Jerry Bengtson","NER","2014","F","$144,000","$150,840","2014-04-01"
"","Cristhian Machado","NER","2018","D","$132,000","$150,513","2018-09-15"
"","Sheanon Williams","PHI","2015","F","$145,000","$150,500","2015-07-15"
"","Sheanon Williams","HOU","2015","F","$145,000","$150,500","2015-09-15"
"","Fabinho","PHI","2016","D","$142,008","$150,008","2016-09-15"
"","Jordan Harvey","VAN","2015","D","$150,000","$150,000","2015-07-15"
"","Jordan Harvey","VAN","2015","D","$150,000","$150,000","2015-09-15"
"","Jordan Harvey","LAFC","2018","D","$150,000","$150,000","2018-05-01"
"","Jordan Harvey","LAFC","2018","D","$150,000","$150,000","2018-09-15"
"","Christian Makoun","MIA","2020","D","$150,000","$150,000","2020-12-01"
"","Julio Cascante","POR","2018","D","$150,000","$150,000","2018-05-01"
"","Julio Cascante","POR","2018","D","$150,000","$150,000","2018-09-15"
"","Héctor Jiménez","CLB","2017","M","$150,000","$150,000","2017-04-15"
"","Héctor Jiménez","CLB","2017","M","$150,000","$150,000","2017-09-15"
"","Joao Plata","RSL","2015","F","$150,000","$150,000","2015-07-15"
"","Joao Plata","RSL","2015","F","$150,000","$150,000","2015-09-15"
"","Chris Seitz","DCU","2020","GK","$150,000","$150,000","2020-12-01"
"","Mohammed Adams","MIA","2022","M","$130,000","$150,000","2022-04-15"
"","John Thorrington","DCU","2013","M","$150,000","$150,000","2013-05-01"
"","John Thorrington","DCU","2013","M","$150,000","$150,000","2013-08-01"
"","John Thorrington","DCU","2013","M","$150,000","$150,000","2013-09-15"
"","Luis Garrido","HOU","2014","M","$150,000","$150,000","2014-09-15"
"","Luis Garrido","HOU","2015","M","$150,000","$150,000","2015-07-15"
"","Luis Garrido","HOU","2015","M","$150,000","$150,000","2015-09-15"
"","Jalil Anibaba","SKC","2015","D","$120,000","$150,000","2015-07-15"
"","Jalil Anibaba","SKC","2015","D","$120,000","$150,000","2015-09-15"
"","Jalil Anibaba","CLB","2022","D","$150,000","$150,000","2022-04-15"
"","Jalil Anibaba","CLB","2022","D","$150,000","$150,000","2022-09-02"
"","Sean Franklin","VAN","2018","D","$150,000","$150,000","2018-05-01"
"","Sean Franklin","VAN","2018","D","$150,000","$150,000","2018-09-15"
"","Cristian Higuita","ORL","2017","M","$150,000","$150,000","2017-04-15"
"","Adolfo Bautista","CHV","2014","F","$150,000","$150,000","2014-04-01"
"","Martin Paterson","ORL","2015","F","$150,000","$150,000","2015-07-15"
"","Miguel Trauco","SJE","2022","D","$100,000","$150,000","2022-09-02"
"","Josh Saunders","NYC","2016","GK","$150,000","$150,000","2016-05-15"
"","Josh Saunders","NYC","2016","GK","$150,000","$150,000","2016-09-15"
"","Josh Saunders","ORL","2017","GK","$150,000","$150,000","2017-04-15"
"","Josh Saunders","ORL","2017","GK","$150,000","$150,000","2017-09-15"
"","Leonardo González","SEA","2014","D","$150,000","$150,000","2014-04-01"
"","Leonardo González","SEA","2014","D","$150,000","$150,000","2014-09-15"
"","Roy Miller","POR","2017","D","$150,000","$150,000","2017-04-15"
"","Roy Miller","POR","2017","D","$150,000","$150,000","2017-09-15"
"","Roy Miller","POR","2018","D","$150,000","$150,000","2018-05-01"
"","Roy Miller","POR","2018","D","$150,000","$150,000","2018-09-15"
"","Yamil Asad","ATL","2017","M","$150,000","$150,000","2017-04-15"
"","Yamil Asad","ATL","2017","M","$150,000","$150,000","2017-09-15"
"","Rodney Wallace","POR","2013","M","$125,000","$150,000","2013-05-01"
"","Rodney Wallace","POR","2013","M","$125,000","$150,000","2013-08-01"
"","Rodney Wallace","POR","2013","M","$125,000","$150,000","2013-09-15"
"","Greg Garza","ATL","2017","D","$150,000","$150,000","2017-04-15"
"","Greg Garza","ATL","2017","D","$150,000","$150,000","2017-09-15"
"","Andre Shinyashiki","COL","2022","F","$140,000","$150,000","2022-04-15"
"","Andre Shinyashiki","CLT","2022","F","$140,000","$150,000","2022-09-02"
"","Bryce Duke","MTL","2023","M","$150,000","$150,000","2023-04-30"
"","Josué Colmán","ORL","2018","M","$150,000","$150,000","2018-05-01"
"","Josué Colmán","ORL","2018","M","$150,000","$150,000","2018-09-15"
"","Tesho Akindele","ORL","2019","F","$150,000","$150,000","2019-06-01"
"","Tesho Akindele","ORL","2019","F","$150,000","$150,000","2019-09-13"
"","Brian Carroll","PHI","2015","M","$150,000","$150,000","2015-07-15"
"","Brian Carroll","PHI","2015","M","$150,000","$150,000","2015-09-15"
"","Ned Grabavoy","POR","2016","M","$150,000","$150,000","2016-05-15"
"","Ned Grabavoy","POR","2016","M","$150,000","$150,000","2016-09-15"
"","Carlo Cudicini","LAG","2013","GK","$150,000","$150,000","2013-05-01"
"","Carlo Cudicini","LAG","2013","GK","$150,000","$150,000","2013-08-01"
"","Carlo Cudicini","LAG","2013","GK","$150,000","$150,000","2013-09-15"
"","Jordan Stewart","SJE","2015","M","$150,000","$150,000","2015-07-15"
"","Jordan Stewart","SJE","2015","M","$150,000","$150,000","2015-09-15"
"","Chris Duvall","MTL","2018","D","$150,000","$150,000","2018-05-01"
"","Chris Duvall","MTL","2018","D","$150,000","$150,000","2018-09-15"
"","Patrick Ianni","SEA","2013","D","$150,000","$150,000","2013-05-01"
"","Patrick Ianni","SEA","2013","D","$150,000","$150,000","2013-08-01"
"","Patrick Ianni","SEA","2013","D","$150,000","$150,000","2013-09-15"
"","Patrick Ianni","CHI","2014","D","$150,000","$150,000","2014-04-01"
"","Patrick Ianni","CHI","2014","D","$150,000","$150,000","2014-09-15"
"","Frédéric Piquionne","POR","2013","F","$142,000","$150,000","2013-05-01"
"","Frédéric Piquionne","POR","2013","F","$142,000","$150,000","2013-08-01"
"","Frédéric Piquionne","POR","2013","F","$142,000","$150,000","2013-09-15"
"","Fabian Espindola","NYRB","2013","F","$150,000","$150,000","2013-05-01"
"","Fabian Espindola","NYRB","2013","F","$150,000","$150,000","2013-08-01"
"","Fabian Espindola","NYRB","2013","F","$150,000","$150,000","2013-09-15"
"","Fabian Espindola","DCU","2014","F","$150,000","$150,000","2014-04-01"
"","Fabian Espindola","DCU","2014","F","$150,000","$150,000","2014-09-15"
"","Gastón Fernández","POR","2014","F","$150,000","$150,000","2014-04-01"
"","Gastón Fernández","POR","2014","F","$150,000","$150,000","2014-09-15"
"","Gastón Fernández","POR","2015","F","$150,000","$150,000","2015-07-15"
"","Ike Opara","SKC","2017","D","$150,000","$150,000","2017-04-15"
"","Ike Opara","SKC","2017","D","$150,000","$150,000","2017-09-15"
"","Alan Gordon","CHI","2018","F","$150,000","$150,000","2018-05-01"
"","Andrew Jacobson","NYC","2015","M","$150,000","$150,000","2015-07-15"
"","Andrew Jacobson","NYC","2015","M","$150,000","$150,000","2015-09-15"
"","Harrison Afful","CLB","2015","D","$150,000","$150,000","2015-09-15"
"","Pablo Sisniega","LAFC","2021","GK","$150,000","$150,000","2021-04-15"
"","Pablo Sisniega","LAFC","2021","GK","$150,000","$150,000","2021-09-30"
"","Jermaine Taylor","POR","2016","D","$150,000","$150,000","2016-05-15"
"","Jermaine Taylor","POR","2016","D","$150,000","$150,000","2016-09-15"
"","Nick Besler","RSL","2020","M","$150,000","$150,000","2020-12-01"
"","Andy Polo","POR","2018","F","$150,000","$150,000","2018-05-01"
"","Andy Polo","POR","2018","F","$150,000","$150,000","2018-09-15"
"","Andy Polo","POR","2019","M","$150,000","$150,000","2019-06-01"
"","Andy Polo","POR","2019","M","$150,000","$150,000","2019-09-13"
"","Andy Polo","POR","2020","M","$150,000","$150,000","2020-12-01"
"","Felipe","DCU","2021","M","$150,000","$150,000","2021-04-15"
"","Felipe","DCU","2021","M","$150,000","$150,000","2021-09-30"
"","Stefan Frei","SEA","2014","GK","$150,000","$150,000","2014-04-01"
"","Stefan Frei","SEA","2014","GK","$150,000","$150,000","2014-09-15"
"","Baggio Husidic","LAG","2016","M","$150,000","$150,000","2016-05-15"
"","Baggio Husidic","LAG","2016","M","$150,000","$150,000","2016-09-15"
"","Zac MacMath","COL","2017","GK","$150,000","$150,000","2017-04-15"
"","Zac MacMath","COL","2017","GK","$150,000","$150,000","2017-09-15"
"","Dejan Jakovic","LAFC","2018","D","$150,000","$150,000","2018-05-01"
"","Dejan Jakovic","LAFC","2018","D","$150,000","$150,000","2018-09-15"
"","Matt Real","PHI","2023","D","$140,000","$149,833","2023-04-30"
"","Matt Real","PHI","2023","D","$140,000","$149,833","2023-09-15"
"","J.J. Williams","CLB","2019","F","$95,000","$149,750","2019-09-13"
"","J.J. Williams","CLB","2019","F","$95,000","$149,750","2019-06-01"
"","Demar Phillips","RSL","2015","D","$140,000","$149,667","2015-07-15"
"","Demar Phillips","RSL","2015","D","$140,000","$149,667","2015-09-15"
"","Michael Nelson","HOU","2023","GK","$135,000","$149,500","2023-04-30"
"","Michael Nelson","HOU","2023","GK","$135,000","$149,500","2023-09-15"
"","Andrés Perea","ORL","2020","M","$144,000","$149,500","2020-12-01"
"","Ayo Akinola","TOR","2020","F","$81,375","$149,375","2020-12-01"
"","Roman Celentano","CIN","2023","GK","$100,000","$149,000","2023-09-15"
"","Jack Maher","NSH","2021","D","$115,000","$149,000","2021-04-15"
"","Jack Maher","NSH","2021","D","$115,000","$149,000","2021-09-30"
"","Khaly Thiam","CHI","2016","M","$144,000","$149,000","2016-09-15"
"","Fafa Picault","PHI","2018","F","$135,000","$148,667","2018-05-01"
"","Fafa Picault","PHI","2018","F","$135,000","$148,667","2018-09-15"
"","Clément Diop","MTL","2020","GK","$120,000","$148,500","2020-12-01"
"","Carlos Coronel","PHI","2019","GK","$132,000","$148,425","2019-06-01"
"","Kevin Ellis","SKC","2017","D","$140,004","$148,337","2017-04-15"
"","Kevin Ellis","SKC","2017","D","$140,004","$148,337","2017-09-15"
"","Shea Salinas","SJE","2015","M","$145,000","$148,333","2015-07-15"
"","Shea Salinas","SJE","2015","M","$145,000","$148,333","2015-09-15"
"","Chris Tierney","NER","2017","D","$140,000","$148,333","2017-04-15"
"","Chris Tierney","NER","2017","D","$140,000","$148,333","2017-09-15"
"","Andrea Pisanu","MTL","2013","F","$100,000","$148,000","2013-05-01"
"","Andrea Pisanu","MTL","2013","F","$100,000","$148,000","2013-08-01"
"","Andrea Pisanu","MTL","2013","F","$100,000","$148,000","2013-09-15"
"","Derrick Jones","NSH","2020","M","$125,000","$147,969","2020-12-01"
"","Gabriel Slonina","CHI","2022","GK","$143,000","$147,800","2022-04-15"
"","Gabriel Slonina","CHI","2022","GK","$143,000","$147,800","2022-09-02"
"","Leonardo","HOU","2017","D","$140,004","$147,671","2017-04-15"
"","Leonardo","HOU","2017","D","$140,004","$147,671","2017-09-15"
"","Pablo Bonilla","POR","2023","D","$135,000","$147,667","2023-04-30"
"","Joe Bendik","ORL","2016","GK","$140,000","$147,667","2016-05-15"
"","Joe Bendik","ORL","2016","GK","$140,000","$147,667","2016-09-15"
"","Nicolas Hasler","TOR","2018","D","$132,000","$147,667","2018-05-01"
"","Nicolas Hasler","CHI","2018","D","$132,000","$147,667","2018-09-15"
"","Oniel Fisher","LAG","2021","D","$140,000","$147,625","2021-04-15"
"","Oniel Fisher","LAG","2021","D","$140,000","$147,625","2021-09-30"
"","Sanna Nyassi","MTL","2013","M","$140,000","$147,625","2013-05-01"
"","Sanna Nyassi","MTL","2013","M","$140,000","$147,625","2013-08-01"
"","Sanna Nyassi","MTL","2013","M","$140,000","$147,625","2013-09-15"
"","Luis López","LAFC","2018","GK","$70,000","$147,500","2018-05-01"
"","Luis López","LAFC","2018","GK","$70,000","$147,500","2018-09-15"
"","Tommy Redding","NYRB","2018","D","$125,000","$147,500","2018-05-01"
"","Tommy Redding","NYRB","2018","D","$125,000","$147,500","2018-09-15"
"","Bobby Convey","NYRB","2014","M","$137,500","$147,500","2014-04-01"
"","Bobby Convey","NYRB","2014","M","$137,500","$147,500","2014-09-15"
"","Sean St Ledger","ORL","2015","D","$124,992","$147,492","2015-07-15"
"","Sean St Ledger","COL","2015","D","$124,992","$147,492","2015-09-15"
"","Joe Bendik","TOR","2014","GK","$140,000","$147,375","2014-04-01"
"","Joe Bendik","TOR","2014","GK","$140,000","$147,375","2014-09-15"
"","Nick Hagglund","CIN","2019","D","$137,504","$147,129","2019-09-13"
"","Nick Hagglund","CIN","2019","D","$137,504","$147,129","2019-06-01"
"","Mikey Lopez","SKC","2013","M","$75,000","$147,000","2013-05-01"
"","Mikey Lopez","SKC","2013","M","$75,000","$147,000","2013-08-01"
"","Mikey Lopez","SKC","2013","M","$75,000","$147,000","2013-09-15"
"","JT Marcinkowski","SJE","2019","GK","$135,000","$147,000","2019-06-01"
"","JT Marcinkowski","SJE","2019","GK","$135,000","$147,000","2019-09-13"
"","Aidan Morris","CLB","2021","M","$145,000","$147,000","2021-04-15"
"","Aidan Morris","CLB","2021","M","$145,000","$147,000","2021-09-30"
"","Jack Jewsbury","POR","2016","D","$140,000","$147,000","2016-05-15"
"","Jack Jewsbury","POR","2016","M","$140,000","$147,000","2016-09-15"
